post_id,post_type,platform,category,likes,shares,comments,views,engagement_rate,ctr,country,region,language,festival_relevance,relevant_festivals,timestamp,month,day_of_week,ad_spend,post_reach,age_group,gender
294,reel,Facebook,Health,5166,1338,157,4879,1.37,0.27,France,Rural,French,Yes,Bastille Day,2024-06-20 19:00:57,June,Thursday,480.87,3665,18-24,Female
295,video,Twitter,Politics,4626,402,212,3297,1.59,0.12,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-12-18 13:31:53,December,Wednesday,4443.86,2043,25-34,Female
296,static_image,Instagram,Music,2877,800,449,7629,0.54,0.1,Spain,Urban,Spanish,No,"La Tomatina, Running of the Bulls",2024-02-06 05:13:46,February,Tuesday,4938.58,6711,25-34,Other
297,carousel,Instagram,Sports,6568,1120,367,10756,0.75,0.1,Saudi Arabia,Urban,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-05-31 00:13:40,May,Friday,541.06,9029,45-54,Male
298,reel,TikTok,Politics,2238,944,222,3124,1.09,0.3,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-03-24 18:04:02,March,Sunday,3064.51,2070,35-44,Female
299,reel,Twitter,Finance,175,771,646,12265,0.13,0.06,Canada,Urban,English,No,,2024-05-27 15:40:10,May,Monday,505.46,8463,25-34,Other
300,video,Twitter,Technology,2498,490,40,5476,0.55,0.09,Mexico,Rural,Spanish,Yes,"Day of the Dead, Cinco de Mayo",2024-10-26 16:35:43,October,Saturday,4495.2,4529,45-54,Female
301,carousel,TikTok,Sports,4345,87,271,9087,0.52,0.01,Saudi Arabia,Rural,Arabic,Yes,"Eid al-Fitr, Eid al-Adha",2024-12-20 16:49:48,December,Friday,1796.37,5869,25-34,Female
302,video,TikTok,Technology,2147,772,162,5581,0.55,0.14,China,Rural,Mandarin,No,"Chinese New Year, Mid-Autumn Festival",2024-01-06 19:23:25,January,Saturday,1753.18,3541,18-24,Other
303,reel,TikTok,Gaming,2453,62,227,8670,0.32,0.01,Japan,Urban,Japanese,Yes,"Cherry Blossom Festival, Obon",2024-12-14 17:04:16,December,Saturday,2579.06,6136,35-44,Male
304,carousel,Facebook,Gaming,1345,732,206,203,11.25,3.61,Greece,Rural,Greek,No,"Easter, Carnival",2024-06-15 08:26:31,June,Saturday,2471.54,153,45-54,Other
305,video,Instagram,Food,1489,1330,105,7870,0.37,0.17,Egypt,Urban,Arabic,No,"Ramadan, Eid al-Fitr",2024-01-24 02:19:52,January,Wednesday,1519.09,6333,35-44,Male
306,video,TikTok,Gaming,3335,377,475,4980,0.84,0.08,Australia,Rural,English,Yes,"Australia Day, Melbourne Cup",2024-12-27 20:24:11,December,Friday,472.36,3424,25-34,Other
307,video,Twitter,Fashion,1819,22,399,2839,0.79,0.01,Mexico,Rural,Spanish,Yes,"Day of the Dead, Cinco de Mayo",2024-10-31 04:51:03,October,Thursday,2361.29,1775,35-44,Female
308,reel,Facebook,Technology,3667,298,457,6802,0.65,0.04,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-11-13 14:34:15,November,Wednesday,1883.47,4577,35-44,Other
309,video,Instagram,Social Issues,3623,732,17,5801,0.75,0.13,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-06-24 07:52:44,June,Monday,3829.49,5019,45-54,Other
310,reel,Facebook,Gaming,4431,1293,463,11658,0.53,0.11,Italy,Urban,Italian,No,"Venice Carnival, Easter",2024-07-02 22:19:20,July,Tuesday,1851.1,9569,45-54,Male
311,reel,TikTok,Politics,3081,289,244,7522,0.48,0.04,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-11-07 00:13:58,November,Thursday,3610.65,5109,25-34,Male
312,video,TikTok,Travel,6694,931,520,5893,1.38,0.16,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-02-19 10:14:59,February,Monday,1582.28,4218,55+,Other
313,reel,Twitter,Gaming,123,400,130,1736,0.38,0.23,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-03-06 10:57:33,March,Wednesday,3568.36,1174,35-44,Other
314,static_image,Facebook,Fashion,4057,1161,229,6294,0.87,0.18,Indonesia,Urban,Indonesian,No,,2024-07-24 09:38:24,July,Wednesday,2818.12,5383,18-24,Female
315,video,TikTok,Gaming,3843,264,237,304,14.29,0.87,Turkey,Rural,Turkish,Yes,"Republic Day, Ramadan",2024-07-16 07:07:28,July,Tuesday,3882.76,255,25-34,Male
316,static_image,Facebook,Gaming,1170,681,198,4749,0.43,0.14,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-10-29 19:15:13,October,Tuesday,3810.32,3268,25-34,Other
317,carousel,YouTube,Entertainment,4809,607,194,9336,0.6,0.07,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-11-15 04:38:28,November,Friday,1214.77,6221,35-44,Female
318,carousel,YouTube,Technology,585,127,53,2012,0.38,0.06,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-01-01 23:51:40,January,Monday,4499.25,1544,25-34,Other
319,carousel,Instagram,Food,5433,1204,669,7995,0.91,0.15,Turkey,Rural,Turkish,No,"Republic Day, Ramadan",2024-11-17 15:49:57,November,Sunday,2811.57,5321,35-44,Female
320,video,Instagram,Sports,4287,139,687,3529,1.45,0.04,Saudi Arabia,Urban,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-01-21 15:21:21,January,Sunday,2480.44,2938,25-34,Male
321,video,Facebook,Food,1533,768,399,8608,0.31,0.09,Canada,Rural,French,No,,2024-09-27 20:22:08,September,Friday,1430.81,5853,45-54,Male
322,video,TikTok,Entertainment,0,0,0,0,0.0,0.0,India,Urban,Tamil,No,None,2024-08-24 04:49:40,August,Saturday,0.0,0,18-24,Male
323,video,Instagram,Politics,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-03-02 04:11:03,March,Saturday,0.0,0,55+,Female
324,reel,TikTok,Education,652,216,280,2119,0.54,0.1,France,Urban,French,Yes,Bastille Day,2024-09-28 21:20:51,September,Saturday,1908.6,1682,55+,Other
325,static_image,TikTok,Sports,6895,327,517,13998,0.55,0.02,Saudi Arabia,Urban,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-09-25 16:40:36,September,Wednesday,2347.25,11688,35-44,Male
326,static_image,Facebook,Sports,4026,104,414,6949,0.65,0.01,Italy,Rural,Italian,No,"Venice Carnival, Easter",2024-04-15 02:03:35,April,Monday,905.51,5423,55+,Female
327,video,YouTube,Fashion,6607,270,595,9610,0.78,0.03,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-06-30 23:09:47,June,Sunday,1953.4,7831,25-34,Other
328,video,TikTok,Entertainment,564,573,210,7734,0.17,0.07,Brazil,Urban,Portuguese,No,Carnival,2024-03-02 09:36:04,March,Saturday,4475.42,6663,18-24,Male
329,reel,TikTok,Music,0,0,0,0,0.0,0.0,Indonesia,Urban,Indonesian,No,None,2024-07-12 20:47:01,July,Friday,0.0,0,25-34,Other
330,reel,Twitter,Travel,7252,825,123,2124,3.86,0.39,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-04-01 16:29:32,April,Monday,2438.5,1745,45-54,Female
331,static_image,Instagram,Technology,4592,492,44,7444,0.69,0.07,Spain,Urban,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-02-28 03:18:09,February,Wednesday,2177.75,5225,45-54,Male
332,video,YouTube,Travel,1595,313,349,1964,1.15,0.16,Turkey,Rural,Turkish,No,"Republic Day, Ramadan",2024-08-31 16:07:18,August,Saturday,1234.46,1219,35-44,Male
333,static_image,TikTok,Travel,2437,57,369,8861,0.32,0.01,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-03-17 12:06:27,March,Sunday,357.94,7652,35-44,Female
334,video,Facebook,Food,1529,879,61,497,4.97,1.77,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-09-21 03:34:29,September,Saturday,405.54,322,55+,Other
335,video,Twitter,Entertainment,4916,277,253,3184,1.71,0.09,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-09-13 04:39:59,September,Friday,708.57,2193,18-24,Female
336,carousel,Twitter,Sports,4784,915,482,199,31.06,4.6,Turkey,Urban,Turkish,Yes,"Republic Day, Ramadan",2024-07-30 00:33:29,July,Tuesday,4369.25,158,35-44,Male
337,reel,YouTube,Education,1127,971,444,2431,1.05,0.4,Canada,Urban,French,No,,2024-09-09 16:45:44,September,Monday,3755.2,2094,25-34,Other
338,static_image,Facebook,Movies,2944,1393,390,11695,0.4,0.12,Indonesia,Rural,Indonesian,No,,2024-12-01 10:20:55,December,Sunday,562.35,7418,55+,Other
339,static_image,YouTube,Politics,0,0,0,0,0.0,0.0,China,Rural,Mandarin,No,None,2024-06-01 09:37:59,June,Saturday,0.0,0,25-34,Female
340,static_image,TikTok,Fashion,222,618,278,1917,0.58,0.32,Australia,Rural,English,Yes,"Australia Day, Melbourne Cup",2024-10-30 22:36:03,October,Wednesday,1654.07,1372,25-34,Other
341,video,YouTube,Movies,5190,1360,603,9432,0.76,0.14,South Africa,Urban,Zulu,No,Heritage Day,2024-04-06 07:24:44,April,Saturday,4599.93,7276,45-54,Other
342,static_image,TikTok,Movies,6781,256,228,10239,0.71,0.03,Greece,Urban,Greek,No,"Easter, Carnival",2024-02-21 04:59:55,February,Wednesday,616.28,7327,35-44,Male
343,reel,YouTube,Education,2551,316,633,5668,0.62,0.06,Turkey,Urban,Turkish,Yes,"Republic Day, Ramadan",2024-11-28 14:05:49,November,Thursday,4560.2,4147,55+,Other
344,reel,Facebook,Gaming,2386,575,244,6242,0.51,0.09,Egypt,Rural,Arabic,Yes,"Ramadan, Eid al-Fitr",2024-03-09 01:35:33,March,Saturday,1391.8,3846,55+,Male
345,reel,YouTube,Finance,6432,588,117,5901,1.21,0.1,South Africa,Urban,Zulu,Yes,Heritage Day,2024-05-09 23:50:51,May,Thursday,655.36,4473,18-24,Female
346,video,TikTok,Social Issues,537,1200,118,11619,0.16,0.1,Japan,Urban,Japanese,Yes,"Cherry Blossom Festival, Obon",2024-05-31 17:31:42,May,Friday,4278.47,7316,55+,Female
347,video,YouTube,Finance,753,1267,423,9895,0.25,0.13,South Africa,Rural,Zulu,No,Heritage Day,2024-06-19 11:28:00,June,Wednesday,4325.8,6601,18-24,Other
348,reel,Facebook,Social Issues,1032,1078,418,13941,0.18,0.08,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-03-12 14:32:28,March,Tuesday,2140.54,10560,18-24,Female
349,carousel,Facebook,Travel,2428,440,38,3462,0.84,0.13,India,Urban,Bengali,No,"Diwali, Holi, Eid",2024-07-28 01:55:08,July,Sunday,3127.18,2335,45-54,Male
350,video,TikTok,Music,0,0,0,0,0.0,0.0,India,Urban,Hindi,No,None,2024-08-15 14:12:09,August,Thursday,0.0,0,18-24,Male
351,static_image,TikTok,Music,3757,340,285,2442,1.79,0.14,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-06-12 19:31:33,June,Wednesday,514.1,1990,45-54,Female
352,static_image,Instagram,Health,409,1348,358,14158,0.15,0.1,Canada,Urban,French,No,,2024-03-20 06:12:40,March,Wednesday,613.82,11557,35-44,Other
353,reel,Instagram,Social Issues,4678,1108,13,1498,3.87,0.74,Spain,Rural,Spanish,No,"La Tomatina, Running of the Bulls",2024-06-19 22:04:43,June,Wednesday,3198.02,1094,25-34,Other
354,reel,TikTok,Sports,2704,1476,463,6151,0.75,0.24,Saudi Arabia,Rural,Arabic,Yes,"Eid al-Fitr, Eid al-Adha",2024-04-03 15:39:18,April,Wednesday,4278.82,4413,55+,Other
355,static_image,Twitter,Technology,7179,973,153,2743,3.03,0.35,Italy,Rural,Italian,No,"Venice Carnival, Easter",2024-01-06 02:09:29,January,Saturday,3383.09,2178,18-24,Male
356,reel,TikTok,Music,5394,1039,175,6469,1.02,0.16,United Kingdom,Urban,English,Yes,"Christmas, Easter, Bonfire Night",2024-08-02 04:54:11,August,Friday,4237.19,4758,35-44,Male
357,video,Facebook,Gaming,247,943,328,5952,0.26,0.16,Italy,Urban,Italian,No,"Venice Carnival, Easter",2024-07-23 05:34:20,July,Tuesday,2520.16,4331,25-34,Other
358,video,TikTok,Movies,5133,174,385,14547,0.39,0.01,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-02-09 15:44:19,February,Friday,1960.14,9340,55+,Male
359,static_image,TikTok,Politics,2491,845,472,6470,0.59,0.13,Mexico,Urban,Spanish,Yes,"Day of the Dead, Cinco de Mayo",2024-05-24 20:11:21,May,Friday,2607.49,5505,25-34,Other
360,carousel,Twitter,Gaming,5200,1185,643,3361,2.09,0.35,Germany,Rural,German,Yes,Oktoberfest,2024-02-25 02:56:17,February,Sunday,710.43,3008,35-44,Other
361,carousel,Instagram,Finance,4139,184,37,2899,1.5,0.06,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-07-23 21:39:59,July,Tuesday,1576.53,2289,18-24,Female
362,reel,Twitter,Social Issues,5925,1090,214,8805,0.82,0.12,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-01-09 01:47:47,January,Tuesday,4299.4,7104,35-44,Male
363,static_image,Instagram,Education,4981,181,356,2046,2.7,0.09,South Africa,Rural,Zulu,No,Heritage Day,2024-06-29 22:34:49,June,Saturday,2117.46,1651,35-44,Female
364,video,Instagram,Social Issues,4006,145,104,612,6.95,0.24,France,Urban,French,No,Bastille Day,2024-01-19 22:21:02,January,Friday,554.16,387,45-54,Male
365,static_image,TikTok,Health,3429,184,96,4984,0.74,0.04,Germany,Urban,German,No,Oktoberfest,2024-11-27 03:48:42,November,Wednesday,1067.94,4183,25-34,Other
366,video,Instagram,Social Issues,1222,988,92,3026,0.76,0.33,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-09-29 03:35:17,September,Sunday,1880.31,2466,35-44,Male
367,carousel,Instagram,Education,4403,223,59,4320,1.08,0.05,Saudi Arabia,Urban,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-06-17 11:44:47,June,Monday,1562.62,3047,25-34,Other
368,reel,Facebook,Sports,1681,462,151,5477,0.42,0.08,Egypt,Urban,Arabic,No,"Ramadan, Eid al-Fitr",2024-03-02 06:08:57,March,Saturday,2782.22,4410,18-24,Other
369,video,TikTok,Finance,2592,986,417,9265,0.43,0.11,China,Urban,Mandarin,No,"Chinese New Year, Mid-Autumn Festival",2024-10-04 10:39:26,October,Friday,2586.15,6468,18-24,Female
370,video,YouTube,Technology,5578,243,322,10503,0.58,0.02,France,Rural,French,No,Bastille Day,2024-07-14 13:19:28,July,Sunday,2487.16,6686,35-44,Other
371,static_image,TikTok,Entertainment,3863,791,396,7015,0.72,0.11,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-03-02 03:58:59,March,Saturday,3615.13,5575,18-24,Female
372,static_image,Twitter,Sports,1593,412,185,9945,0.22,0.04,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-12-30 00:36:07,December,Monday,638.65,6953,45-54,Female
373,carousel,YouTube,Finance,2737,38,201,7388,0.4,0.01,Brazil,Rural,Portuguese,No,Carnival,2024-06-23 04:40:49,June,Sunday,1449.73,6551,18-24,Other
374,static_image,Twitter,Travel,893,207,239,614,2.18,0.34,Australia,Rural,English,Yes,"Australia Day, Melbourne Cup",2024-10-27 14:47:22,October,Sunday,615.23,375,45-54,Female
375,static_image,Facebook,Entertainment,4537,22,702,388,13.56,0.06,France,Rural,French,Yes,Bastille Day,2024-01-02 14:55:17,January,Tuesday,3353.23,257,35-44,Male
376,video,Twitter,Technology,333,201,184,6071,0.12,0.03,India,Rural,English,No,"Diwali, Holi, Eid",2024-03-21 23:47:57,March,Thursday,4924.1,3971,35-44,Other
377,reel,YouTube,Gaming,553,1327,37,3541,0.54,0.37,Mexico,Urban,Spanish,Yes,"Day of the Dead, Cinco de Mayo",2024-04-04 14:02:59,April,Thursday,2161.22,2926,25-34,Female
378,static_image,Facebook,Politics,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-05-30 09:59:44,May,Thursday,0.0,0,55+,Female
379,static_image,Instagram,Gaming,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-01-29 06:12:52,January,Monday,0.0,0,55+,Male
380,video,Twitter,Health,787,616,141,2141,0.72,0.29,Greece,Rural,Greek,No,"Easter, Carnival",2024-05-31 12:50:53,May,Friday,1281.36,1429,18-24,Other
381,video,Instagram,Gaming,1677,909,196,7179,0.39,0.13,Indonesia,Urban,Indonesian,No,,2024-09-13 20:15:53,September,Friday,587.07,5707,45-54,Other
382,video,YouTube,Finance,2142,525,14,6910,0.39,0.08,Canada,Rural,French,Yes,,2024-02-28 07:53:39,February,Wednesday,4680.78,5088,55+,Female
383,reel,Facebook,Fashion,1030,54,37,5523,0.2,0.01,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-08-03 19:14:32,August,Saturday,282.46,3480,55+,Male
384,reel,YouTube,Social Issues,721,195,160,8848,0.12,0.02,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-02-01 22:51:58,February,Thursday,3732.93,7901,18-24,Male
385,static_image,TikTok,Technology,3010,450,438,148,26.34,3.04,Spain,Rural,Spanish,No,"La Tomatina, Running of the Bulls",2024-07-30 00:27:34,July,Tuesday,906.15,101,45-54,Female
386,carousel,Instagram,Movies,1244,333,412,8249,0.24,0.04,Indonesia,Urban,Indonesian,Yes,,2024-09-05 03:43:13,September,Thursday,3411.19,7085,35-44,Female
387,static_image,Twitter,Food,6037,900,631,11803,0.64,0.08,Brazil,Rural,Portuguese,No,Carnival,2024-08-27 22:17:34,August,Tuesday,4183.61,10337,18-24,Female
388,video,Facebook,Politics,1723,363,73,12991,0.17,0.03,Italy,Urban,Italian,No,"Venice Carnival, Easter",2024-01-25 16:59:35,January,Thursday,3103.01,10285,35-44,Other
389,reel,TikTok,Gaming,2188,594,420,7366,0.43,0.08,France,Rural,French,No,Bastille Day,2024-02-29 10:18:36,February,Thursday,3861.01,6166,18-24,Other
390,static_image,YouTube,Social Issues,4924,630,356,1590,3.72,0.4,Greece,Urban,Greek,No,"Easter, Carnival",2024-10-21 02:33:04,October,Monday,4459.85,1224,25-34,Other
391,carousel,TikTok,Health,500,468,492,6912,0.21,0.07,United Arab Emirates,Urban,Arabic,No,"National Day, Dubai Shopping Festival",2024-11-27 14:04:03,November,Wednesday,1746.01,6119,45-54,Female
392,static_image,Twitter,Movies,613,715,673,7495,0.27,0.1,Turkey,Rural,Turkish,No,"Republic Day, Ramadan",2024-02-15 00:12:42,February,Thursday,703.11,4767,25-34,Male
393,reel,YouTube,Health,7233,861,366,4617,1.83,0.19,Mexico,Rural,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-07-29 10:49:27,July,Monday,499.54,3556,25-34,Other
394,static_image,Twitter,Movies,2809,485,70,4320,0.78,0.11,Saudi Arabia,Urban,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-02-09 10:56:36,February,Friday,3387.56,2942,45-54,Male
395,reel,Facebook,Entertainment,4977,436,208,3461,1.62,0.13,South Africa,Rural,Afrikaans,No,Heritage Day,2024-09-11 16:40:10,September,Wednesday,183.01,3043,18-24,Other
396,reel,Instagram,Travel,2112,817,496,4185,0.82,0.2,Egypt,Urban,Arabic,No,"Ramadan, Eid al-Fitr",2024-02-15 08:21:04,February,Thursday,2852.43,2681,55+,Male
397,video,Facebook,Education,4114,999,397,2200,2.5,0.45,South Africa,Rural,Afrikaans,No,Heritage Day,2024-01-09 16:50:24,January,Tuesday,1677.23,1427,45-54,Female
398,video,Facebook,Sports,1345,334,613,13503,0.17,0.02,India,Rural,Hindi,No,"Diwali, Holi, Eid",2024-11-26 18:33:47,November,Tuesday,1767.95,9882,55+,Male
399,reel,Facebook,Gaming,2205,84,151,2220,1.1,0.04,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-06-06 19:15:00,June,Thursday,1184.21,1599,35-44,Other
400,carousel,YouTube,Social Issues,964,482,306,1973,0.89,0.24,Indonesia,Rural,Indonesian,No,,2024-08-16 16:24:34,August,Friday,439.02,1310,18-24,Male
401,reel,TikTok,Travel,4226,420,90,8444,0.56,0.05,Egypt,Rural,Arabic,Yes,"Ramadan, Eid al-Fitr",2024-02-13 04:32:58,February,Tuesday,3541.93,6697,45-54,Other
402,static_image,TikTok,Gaming,756,856,676,3219,0.71,0.27,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-02-17 08:25:06,February,Saturday,666.73,2507,55+,Female
403,video,Instagram,Health,2457,495,186,4029,0.78,0.12,Italy,Urban,Italian,No,"Venice Carnival, Easter",2024-12-12 11:14:52,December,Thursday,1648.74,2818,45-54,Other
404,video,Twitter,Sports,2495,988,494,3842,1.04,0.26,United Kingdom,Urban,English,Yes,"Christmas, Easter, Bonfire Night",2024-08-12 09:07:51,August,Monday,1608.89,2608,45-54,Other
405,reel,Twitter,Travel,1822,111,203,7723,0.28,0.01,Japan,Urban,Japanese,Yes,"Cherry Blossom Festival, Obon",2024-07-11 15:48:14,July,Thursday,2302.42,5466,55+,Female
406,reel,Facebook,Finance,5265,1402,9,11704,0.57,0.12,Greece,Rural,Greek,Yes,"Easter, Carnival",2024-02-06 01:14:47,February,Tuesday,337.62,7695,45-54,Male
407,static_image,Facebook,Gaming,3258,642,564,10179,0.44,0.06,Germany,Rural,German,Yes,Oktoberfest,2024-09-23 23:38:52,September,Monday,4615.98,7742,18-24,Other
408,video,Twitter,Music,5031,804,723,834,7.86,0.96,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-04-26 22:20:29,April,Friday,2493.76,552,55+,Male
409,static_image,Instagram,Gaming,1281,472,198,2623,0.74,0.18,Italy,Urban,Italian,No,"Venice Carnival, Easter",2024-12-15 17:18:03,December,Sunday,4647.45,1953,55+,Other
410,reel,YouTube,Social Issues,713,606,430,2379,0.74,0.25,Brazil,Urban,Portuguese,Yes,Carnival,2024-01-13 12:53:51,January,Saturday,61.58,1660,35-44,Other
411,video,TikTok,Entertainment,3142,665,335,5071,0.82,0.13,Spain,Rural,Spanish,No,"La Tomatina, Running of the Bulls",2024-06-25 06:51:23,June,Tuesday,1817.33,3395,55+,Male
412,video,Instagram,Food,3879,124,319,14925,0.29,0.01,France,Urban,French,No,Bastille Day,2024-05-31 11:42:06,May,Friday,1849.41,12782,18-24,Male
413,video,Instagram,Finance,3656,275,386,3986,1.08,0.07,Brazil,Rural,Portuguese,No,Carnival,2024-08-14 11:27:30,August,Wednesday,1450.07,2844,18-24,Female
414,video,Twitter,Entertainment,2594,238,16,8468,0.34,0.03,Italy,Urban,Italian,No,"Venice Carnival, Easter",2024-10-03 21:51:07,October,Thursday,765.36,6978,55+,Female
415,static_image,YouTube,Music,6430,963,651,2431,3.31,0.4,Canada,Urban,French,Yes,,2024-04-28 07:23:24,April,Sunday,4157.24,1471,45-54,Male
416,reel,Instagram,Travel,3048,732,311,6545,0.63,0.11,India,Rural,Bengali,Yes,"Diwali, Holi, Eid",2024-08-24 21:40:18,August,Saturday,3870.49,5287,25-34,Female
417,static_image,TikTok,Fashion,3677,425,85,2031,2.06,0.21,Turkey,Rural,Turkish,No,"Republic Day, Ramadan",2024-02-03 19:08:57,February,Saturday,4551.15,1222,45-54,Male
418,static_image,Facebook,Movies,533,976,105,8771,0.18,0.11,Germany,Rural,German,Yes,Oktoberfest,2024-09-02 15:48:14,September,Monday,3552.59,7192,25-34,Other
419,carousel,Twitter,Politics,4319,984,324,2049,2.75,0.48,Germany,Urban,German,Yes,Oktoberfest,2024-03-07 18:21:01,March,Thursday,2451.83,1343,18-24,Other
420,static_image,TikTok,Politics,2500,408,341,9904,0.33,0.04,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-03-22 19:45:29,March,Friday,2925.26,7443,35-44,Female
421,static_image,YouTube,Social Issues,4888,895,76,3972,1.48,0.23,Germany,Urban,German,Yes,Oktoberfest,2024-10-17 09:33:00,October,Thursday,2535.51,2725,18-24,Other
422,reel,Twitter,Fashion,5850,1339,126,10566,0.69,0.13,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-03-14 09:38:35,March,Thursday,222.1,7674,25-34,Female
423,carousel,Instagram,Social Issues,505,433,86,6950,0.15,0.06,Spain,Urban,Spanish,No,"La Tomatina, Running of the Bulls",2024-02-02 07:06:57,February,Friday,4970.45,4708,18-24,Female
424,reel,Facebook,Entertainment,2146,283,124,14416,0.18,0.02,Mexico,Urban,Spanish,Yes,"Day of the Dead, Cinco de Mayo",2024-09-12 18:47:38,September,Thursday,4259.09,11995,25-34,Female
425,carousel,Instagram,Finance,4180,115,409,7903,0.6,0.01,South Africa,Urban,Zulu,No,Heritage Day,2024-08-06 03:17:04,August,Tuesday,3420.42,6321,35-44,Male
426,video,Twitter,Education,2069,529,220,175,16.1,3.02,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-02-17 23:29:27,February,Saturday,235.87,151,55+,Male
427,carousel,Instagram,Finance,4315,823,234,4107,1.31,0.2,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-09-26 05:49:17,September,Thursday,1864.37,2886,18-24,Other
428,carousel,TikTok,Sports,792,636,180,6366,0.25,0.1,Brazil,Urban,Portuguese,No,Carnival,2024-04-25 11:16:27,April,Thursday,669.02,4633,25-34,Other
429,reel,YouTube,Politics,2929,1332,126,8787,0.5,0.15,Indonesia,Urban,Indonesian,No,,2024-02-14 00:52:10,February,Wednesday,3152.27,6321,35-44,Male
430,video,TikTok,Technology,1693,544,202,7324,0.33,0.07,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-06-01 05:07:10,June,Saturday,4400.65,5212,55+,Other
431,reel,TikTok,Health,5146,78,142,4599,1.17,0.02,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-09-01 15:36:26,September,Sunday,1645.23,3581,35-44,Male
432,carousel,Instagram,Technology,5053,72,58,3234,1.6,0.02,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-08-13 11:21:21,August,Tuesday,4125.63,2595,45-54,Male
433,reel,Facebook,Food,1479,903,13,10956,0.22,0.08,Australia,Rural,English,No,"Australia Day, Melbourne Cup",2024-03-10 10:26:51,March,Sunday,4494.43,9289,55+,Other
434,static_image,Facebook,Music,2242,501,169,8933,0.33,0.06,Brazil,Urban,Portuguese,No,Carnival,2024-06-05 23:10:48,June,Wednesday,3973.5,5788,35-44,Female
435,carousel,TikTok,Movies,6856,358,475,11446,0.67,0.03,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-05-14 01:08:06,May,Tuesday,477.45,7711,55+,Other
436,carousel,Facebook,Movies,1348,621,49,11416,0.18,0.05,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-07-15 22:09:58,July,Monday,3013.0,9782,55+,Other
437,video,YouTube,Technology,1690,524,395,2570,1.02,0.2,South Africa,Urban,Zulu,No,Heritage Day,2024-04-04 14:31:53,April,Thursday,3864.57,1956,18-24,Male
438,video,Twitter,Education,2426,18,243,1186,2.27,0.02,Italy,Rural,Italian,No,"Venice Carnival, Easter",2024-08-31 08:30:47,August,Saturday,2749.28,979,25-34,Female
439,static_image,Twitter,Movies,0,0,0,0,0.0,0.0,China,Rural,Mandarin,No,None,2024-06-06 18:05:55,June,Thursday,0.0,0,35-44,Female
